sivusto_ryhma,kategoria,polku,haku_lauseke,pvm_avain,distinctcount visitor key,käydyt sivut,sivujen määrä,kävijää per sivulataus,Sum of klikit,Average of klikkiprosentti,Average of keskisijainti,Sum of gsc naytot,Sum of naytot,GSC näyttö vs näyttö suhde
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi tarkoittaa,20260711,10,2,2,0.7692307692307693,0,0.00%,11,3,13,4.333333333333333
ilmiöt.fi,Byrokratia ja organisaatio,/peterin-periaate.html,periaate,20260714,8,2,2,1,0,0.00%,18,2,8,4
ilmiöt.fi,Byrokratia ja organisaatio,/peterin-periaate.html,peterin periaate,20260713,8,2,2,1,0,0.00%,6,2,8,4
ilmiöt.fi,Byrokratia ja organisaatio,/strateginen-osaamattomuus.html,weaponized incompetence suomeksi,20260711,4,2,2,1,0,0.00%,10,1,4,4
ilmiöt.fi,Byrokratia ja organisaatio,/strateginen-osaamattomuus.html,weaponized incompetence suomeksi,20260722,4,2,2,1,0,0.00%,11,1,4,4
ilmiöt.fi,Huijaukset ja petokset,/honeypot-huijaus.html,honeypot,20260708,6,2,2,0.75,0,0.00%,9,2,8,4
ilmiöt.fi,Psykologia ja kognitio,/dunning-kruger.html,dunning kruger,20260717,12,2,2,1,0,0.00%,1,3,12,4
ilmiöt.fi,Psykologia ja kognitio,/gaslighting.html,gaslighting,20260711,6,2,2,0.75,0,0.00%,29.5,2,8,4
ilmiöt.fi,Psykologia ja kognitio,/hanlonin-partaveitsi.html,hanlonin partaveitsi,20260717,8,2,2,1,0,0.00%,9,2,8,4
ilmiöt.fi,Alustatalous ja algoritmit,/ai-slop.html,ai slop suomeksi,20260722,37,2,2,0.9487179487179487,0,0.00%,8.05,11,39,3.5454545454545454
ilmiöt.fi,Alustatalous ja algoritmit,/doomscrolling.html,doomscrolling tarkoittaa,20260714,6,2,2,0.8571428571428571,0,0.00%,9,2,7,3.5
ilmiöt.fi,Alustatalous ja algoritmit,/doomscrolling.html,doomscrolling tarkoittaa,20260716,6,2,2,0.8571428571428571,0,0.00%,9.5,2,7,3.5
ilmiöt.fi,Huijaukset ja petokset,/kaarmeoljy.html,mitä on käärmeöljy,20260718,5,2,2,0.7142857142857143,0,0.00%,4,2,7,3.5
ilmiöt.fi,Psykologia ja kognitio,/halo-efekti.html,halo efekti,20260717,13,2,2,0.9285714285714286,1,25.00%,13.25,4,14,3.5
ilmiöt.fi,Psykologia ja kognitio,/occamin-partaveitsi.html,occamin partaveitsi,20260720,6,2,2,0.8571428571428571,0,0.00%,14.5,2,7,3.5
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi,20260724,10,2,2,0.7692307692307693,0,0.00%,9,4,13,3.25
ilmiöt.fi,Huijaukset ja petokset,/ponzi-pyramidi.html,ponzi huijaus,20260710,5,2,2,0.8333333333333334,0,0.00%,24.5,2,6,3
ilmiöt.fi,Huijaukset ja petokset,/ponzi-pyramidi.html,pyramidihuijaus,20260722,5,2,2,0.8333333333333334,0,0.00%,67.5,2,6,3
ilmiöt.fi,Huijaukset ja petokset,/toimitusjohtajahuijaus.html,toimitusjohtajahuijaus,20260718,6,2,2,1,0,0.00%,10.5,2,6,3
ilmiöt.fi,Informaatio ja propaganda,/bkt-harha.html,bkt,20260714,8,2,2,0.8888888888888888,0,0.00%,47.333333333333336,3,9,3
ilmiöt.fi,Informaatio ja propaganda,/streisand-ilmio.html,streisand-ilmiö,20260710,5,2,2,0.8333333333333334,0,0.00%,6,2,6,3
ilmiöt.fi,Kasvun dynamiikka,/korkokierre.html,negatiivinen korko,20260715,3,2,2,1,0,0.00%,55,1,3,3
ilmiöt.fi,Projekti- ja ohjelmistokehitys,/scope-creep.html,scope,20260710,6,2,2,1,0,0.00%,33.5,2,6,3
ilmiöt.fi,Projekti- ja ohjelmistokehitys,/scope-creep.html,scope suomeksi,20260713,6,2,2,1,0,0.00%,36,2,6,3
ilmiöt.fi,Huijaukset ja petokset,/honeypot-huijaus.html,honeypot,20260716,6,2,2,0.75,0,0.00%,11.333333333333334,3,8,2.6666666666666665
ilmiöt.fi,Psykologia ja kognitio,/gaslighting.html,gaslighting,20260714,6,2,2,0.75,0,0.00%,35.666666666666664,3,8,2.6666666666666665
ilmiöt.fi,Psykologia ja kognitio,/hanlonin-partaveitsi.html,hanlonin partaveitsi,20260720,8,2,2,1,0,0.00%,9.25,3,8,2.6666666666666665
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi,20260710,10,2,2,0.7692307692307693,0,0.00%,10.5,5,13,2.6
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi,20260715,10,2,2,0.7692307692307693,0,0.00%,10.8,5,13,2.6
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi suomeksi,20260721,10,2,2,0.7692307692307693,0,0.00%,9.555555555555555,5,13,2.6
ilmiöt.fi,Byrokratia ja organisaatio,/sivustakatsojan-efekti.html,sivustakatsoja efekti,20260709,5,2,2,1,0,0.00%,6,2,5,2.5
ilmiöt.fi,Byrokratia ja organisaatio,/sivustakatsojan-efekti.html,sivustakatsoja efekti,20260721,5,2,2,1,0,0.00%,6.5,2,5,2.5
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyve signalointi,20260715,5,2,2,1,0,0.00%,13,2,5,2.5
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyve signalointi,20260723,5,2,2,1,0,0.00%,11.5,2,5,2.5
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyvesignalointi,20260717,5,2,2,1,0,0.00%,11.5,2,5,2.5
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyvesignalointi,20260722,5,2,2,1,0,0.00%,11,2,5,2.5
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyvesignalointi,20260723,5,2,2,1,0,0.00%,11,2,5,2.5
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyvesignalointi tarkoittaa,20260711,5,2,2,1,0,0.00%,9.5,2,5,2.5
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyvesignalointi tarkoittaa,20260717,5,2,2,1,0,0.00%,11,2,5,2.5
ilmiöt.fi,Projekti- ja ohjelmistokehitys,/tekninen-velka.html,tekninen velka,20260724,5,2,2,1,0,0.00%,21.5,2,5,2.5
ilmiöt.fi,Huijaukset ja petokset,/kaarmeoljy.html,mitä on käärmeöljy,20260707,5,2,2,0.7142857142857143,0,0.00%,6.333333333333333,3,7,2.3333333333333335
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi,20260709,10,2,2,0.7692307692307693,0,0.00%,10.833333333333334,6,13,2.1666666666666665
ilmiöt.fi,Byrokratia ja organisaatio,/peterin-periaate.html,peterin periaate,20260721,8,2,2,1,0,0.00%,8.5,4,8,2
ilmiöt.fi,Byrokratia ja organisaatio,/strateginen-osaamattomuus.html,weaponized incompetence suomeksi,20260713,4,2,2,1,0,0.00%,9.5,2,4,2
ilmiöt.fi,Informaatio ja propaganda,/godwinin-laki.html,godwinin laki,20260718,3,2,2,0.75,0,0.00%,4.5,2,4,2
ilmiöt.fi,Psykologia ja kognitio,/hanlonin-partaveitsi.html,hanlonin partaveitsi,20260715,8,2,2,1,0,0.00%,8,4,8,2
ilmiöt.fi,Psykologia ja kognitio,/hanlonin-partaveitsi.html,hanlonin partaveitsi,20260722,8,2,2,1,0,0.00%,9.25,4,8,2
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi,20260711,10,2,2,0.7692307692307693,0,0.00%,10.5,7,13,1.8571428571428572
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi,20260718,10,2,2,0.7692307692307693,0,0.00%,10.416666666666668,7,13,1.8571428571428572
ilmiöt.fi,Byrokratia ja organisaatio,/sivustakatsojan-efekti.html,sivustakatsoja efekti,20260712,5,2,2,1,0,0.00%,7.5,3,5,1.6666666666666667
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyvesignalointi,20260709,5,2,2,1,0,0.00%,10.75,3,5,1.6666666666666667
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyvesignalointi,20260711,5,2,2,1,0,0.00%,9.75,3,5,1.6666666666666667
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyvesignalointi,20260712,5,2,2,1,0,0.00%,10,3,5,1.6666666666666667
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyvesignalointi,20260719,5,2,2,1,0,0.00%,11,3,5,1.6666666666666667
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi,20260712,10,2,2,0.7692307692307693,0,0.00%,10.5,8,13,1.625
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi,20260719,10,2,2,0.7692307692307693,0,0.00%,10.366666666666667,8,13,1.625
ilmiöt.fi,Huijaukset ja petokset,/honeypot-huijaus.html,honeypot,20260714,6,2,2,0.75,0,0.00%,9.583333333333332,5,8,1.6
ilmiöt.fi,Kasvun dynamiikka,/korkokierre.html,mikä on negatiivinen korko,20260713,3,2,2,1,0,0.00%,50,2,3,1.5
ilmiöt.fi,Kasvun dynamiikka,/korkokierre.html,negatiivinen talletuskorko,20260711,3,2,2,1,0,0.00%,56.5,2,3,1.5
ilmiöt.fi,Psykologia ja kognitio,/dunning-kruger.html,dunning kruger,20260715,12,2,2,1,0,0.00%,10.5,8,12,1.5
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi,20260708,10,2,2,0.7692307692307693,0,0.00%,10.75,9,13,1.4444444444444444
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi,20260714,10,2,2,0.7692307692307693,0,0.00%,10.166666666666668,9,13,1.4444444444444444
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi,20260716,10,2,2,0.7692307692307693,0,0.00%,10.425,9,13,1.4444444444444444
ilmiöt.fi,Byrokratia ja organisaatio,/strateginen-osaamattomuus.html,weaponized incompetence suomeksi,20260715,4,2,2,1,0,0.00%,10.333333333333334,3,4,1.3333333333333333
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyvesignalointi,20260713,5,2,2,1,0,0.00%,9.333333333333332,4,5,1.25
ilmiöt.fi,Psykologia ja kognitio,/dunning-kruger.html,dunning kruger,20260716,12,2,2,1,0,0.00%,1,10,12,1.2
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi,20260713,10,2,2,0.7692307692307693,0,0.00%,10.733333333333334,13,13,1
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyvesignalointi,20260720,5,2,2,1,0,0.00%,11.416666666666668,5,5,1
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi,20260723,10,2,2,0.7692307692307693,0,0.00%,9.933333333333334,15,13,0.8666666666666667
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyvesignalointi,20260714,5,2,2,1,0,0.00%,10.5,7,5,0.7142857142857143
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyvesignalointi,20260710,5,2,2,1,0,0.00%,8.033333333333333,8,5,0.625
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyvesignalointi,20260715,5,2,2,1,0,0.00%,11.125,8,5,0.625
ilmiöt.fi,Pesut ja maineenhallinta,/hyvesignalointi.html,hyvesignalointi,20260716,5,2,2,1,0,0.00%,10.833333333333332,8,5,0.625
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi,20260722,10,2,2,0.7692307692307693,1,1.75%,9.666666666666666,21,13,0.6190476190476191
ilmiöt.fi,Informaatio ja propaganda,/whataboutismi.html,whataboutismi,20260721,10,2,2,0.7692307692307693,0,0.00%,9.950000000000001,23,13,0.5652173913043478
